	Approach	Dataset	Users	Items	Interactions	k	VarianceNDCG	VarianceExposure	VarianceExposureEqWeight	Entropy	Gini	MMS	IIF
393	Baseline	movielens	608	672	1500	20	0.0	796.9953937977142	8458.562358276644	0.5782050785147961	0.8295226291757816	0.03422619047619048	0.002009221230672465
394	Fairrec	movielens	608	672	1500	20	0.0006350341074831312	484.33354518031376	4840.327239229026	0.6422822343223051	0.8207783552451863	0.050595238095238096	0.002009221230672465
395	Baseline	yelp	279	284	300	20	0.0	492.1615078568863	4552.115453283079	0.5930407168208668	0.802589895786465	0.07394366197183098	0.0024464160459685665
396	Fairrec	yelp	279	284	300	20	0.00011650557950056822	533.8942981513793	4792.728129339418	0.5814872972434552	0.8048542590947653	0.06690140845070422	0.0024464160459685665
397	Baseline	yelp	322	323	350	20	0.0	575.3203446694695	5401.952822321694	0.5807165829952944	0.8114411003493351	0.06811145510835913	0.002147831485667896
398	Fairrec	yelp	322	323	350	20	0.00012919664905512897	547.5662963928226	4900.169540587948	0.5917670014959593	0.8082710129193024	0.06811145510835913	0.002147831485667896
399	Baseline	yelp	367	368	400	20	0.0	679.195758135591	6304.209002835537	0.5666142027041879	0.8192777778431555	0.057065217391304345	0.0018561005837279892
400	Baseline	yelp	452	456	500	20	0.0	824.2784013926172	7800.315712526932	0.5489253411710663	0.8281031979231296	0.043859649122807015	0.0015341792673000505
401	Fairrec	yelp	452	456	500	20	0.00012646608988136759	891.7623662034918	8035.947291474301	0.542813389534363	0.8302173833923555	0.043859649122807015	0.0015341792673000505
402	Baseline	yelp	618	619	700	20	0.0	1129.3578562827856	10708.464222611385	0.5301734598342879	0.8404902781359179	0.035541195476575124	0.001170702312646082
403	Fairrec	yelp	618	619	700	20	0.0001345222752245778	899.6749896796015	8124.241282385215	0.5652925206064888	0.8335791127563871	0.0420032310177706	0.001170702312646082
404	Baseline	yelp	846	859	1000	20	0.0	1512.8550005516465	14477.449713436183	0.511378727846665	0.847989782894162	0.02677532013969732	0.0008682372454695411
405	Fairrec	yelp	846	859	1000	20	0.0001725499739370465	868.8808994292823	7898.239003308118	0.5879102053870274	0.8357689831446851	0.04190919674039581	0.0008682372454695411
406	Baseline	yelp	1187	1212	1500	20	0.0	2118.1323585342825	20208.1053872714	0.4930529695814643	0.8568987518365285	0.018976897689768978	0.0006497106620601595
407	Fairrec	yelp	1187	1212	1500	20	0.00019772703552726714	851.931507513905	7824.313308063481	0.6092602820945415	0.8384983606287942	0.041254125412541254	0.0006497106620601595
408	Baseline	amazon	279	269	300	20	0.0	499.7355381920396	4521.737178867069	0.6110658074564872	0.8033515874991917	0.08921933085501858	0.0028196783158933526
409	CPFair	amazon	279	269	300	20	0.00011953751216338822	568.8054113209885	5036.993684443276	0.5870813182741794	0.8119463424123489	0.07434944237918216	0.1705571605468132
410	Baseline	amazon	324	311	350	20	0.0	607.848237189503	5704.677288282794	0.5817844326455526	0.8137915008053265	0.06752411575562701	0.00247906675386613
411	CPFair	amazon	324	311	350	20	0.0001228822942003494	670.8323098093538	5942.137095356747	0.5738663969287224	0.8210251678566185	0.06430868167202572	inf
412	Baseline	amazon	366	353	400	20	0.0	681.7759279731063	6415.536823182917	0.5736525770510522	0.8196513193173498	0.059490084985835696	0.002240044918374424
413	Baseline	amazon	453	436	500	20	0.0	862.3821667096826	8109.790968773671	0.5554090476954702	0.8303890481467144	0.0481651376146789	0.0018610539600802107
414	CPFair	amazon	453	436	500	20	0.0002324071570119904	947.938015427377	8433.290968773674	0.5457653783084804	0.834530869640776	0.045871559633027525	0.16809930593070496
415	Baseline	amazon	607	585	700	20	0.0	1131.854426997483	10592.401811673604	0.5427713522638775	0.8411970583331077	0.041025641025641026	0.0014269817531619836
416	CPFair	amazon	607	585	700	20	0.00022536173580081588	1270.3143146133089	11377.75565782745	0.525056920061365	0.8441470902038591	0.03418803418803419	inf
417	Baseline	amazon	825	769	1000	20	0.0	1607.9121667585246	15331.93080707047	0.518841894120431	0.8522399615995727	0.02860858257477243	0.0011481506632140838
418	CPFair	amazon	825	769	1000	20	0.00024222019840667422	1791.5710325005016	16055.964617213514	0.5079429165479066	0.8546458277385962	0.02600780234070221	inf
419	Baseline	amazon	1156	1040	1500	20	0.0	2314.5021762575775	21491.74866863905	0.5106134624795534	0.8612189322818892	0.023076923076923078	0.0009028048794543687
420	CPFair	amazon	1156	1040	1500	20	0.0003126872198362601	2588.7877363725806	23306.354437869817	0.4917949260467213	0.8638929243735716	0.019230769230769232	inf
421	Baseline	black_friday	282	261	300	20	0.0	535.0712829495849	4841.387501651474	0.6105108821173276	0.8043198292931005	0.08812260536398467	0.004059362614346218
422	CPFair	black_friday	282	261	300	20	0.00015365355575760125	426.2516253939054	2589.421588056546	0.3210766907590961	0.7672078727458976	0.034482758620689655	0.18115726156885734
423	Baseline	black_friday	328	305	350	20	0.0	632.6238953530302	5925.023703305562	0.5847250139941322	0.8148100196669298	0.06885245901639345	0.0034863603538992237
424	CPFair	black_friday	328	305	350	20	0.00012620898443069128	495.8008109147482	3014.7624832034403	0.31404608465895834	0.7715180601743558	0.029508196721311476	inf
425	Baseline	black_friday	367	346	400	20	0.0	708.6301556663492	6624.867553209263	0.5736432425059353	0.8218962738305975	0.06069364161849711	0.003140129930971685
426	Baseline	black_friday	455	426	500	20	0.0	889.6668879735975	8379.151006193655	0.5560840219813549	0.8317177277953972	0.04929577464788732	0.002572925811163472
427	CPFair	black_friday	455	426	500	20	0.00013322115192573945	964.2054600114482	8692.72377614671	0.5478214577849991	0.8333534544040822	0.04460093896713615	0.16813256838036408
428	Baseline	black_friday	611	546	700	20	0.0	1216.8855114166288	11228.766963195532	0.550366340256212	0.843822763397379	0.04395604395604396	0.002093880809929053
429	CPFair	black_friday	611	546	700	20	0.00013029914231678431	1356.2208524231291	12309.331065759634	0.5307597385513231	0.8445349744486521	0.0347985347985348	inf
430	Baseline	black_friday	841	716	1000	20	0.0	1803.2068993305058	17198.227583408756	0.5217325098657299	0.8567362120740387	0.030726256983240222	0.0016579412988979598
431	CPFair	black_friday	841	716	1000	20	0.00014321658592190536	1958.4927093654187	17877.506913017696	0.5132261287886422	0.8542719986783452	0.02653631284916201	inf
432	Baseline	black_friday	1166	948	1500	20	0.0	2575.455851794754	24923.10514696719	0.507505208928632	0.8654898368334175	0.023206751054852322	0.0013551726472975623
433	CPFair	black_friday	1166	948	1500	20	0.0002807404924744154	2811.4051263401766	25909.42582207267	0.49885594067178746	0.8620469574168367	0.020042194092827006	inf
434	Baseline	movielens	236	241	300	20	0.0	387.6624853641655	3756.574714622683	0.6136523136703251	0.7938706225701994	0.08713692946058091	0.0029438040103291945
435	CPFair	movielens	236	241	300	20	0.00023770663686556136	437.375615038331	3919.1224324650066	0.6035718827419151	0.8015515005828602	0.08298755186721991	0.16202384286722357
436	Baseline	movielens	266	277	350	20	0.0	425.57596295463577	4008.9287753000826	0.612446491647779	0.8029946944131615	0.08664259927797834	0.0026075292241821853
437	CPFair	movielens	266	277	350	20	0.00021574554330025566	485.1558407651082	4375.058739198999	0.5920051742068791	0.8098347579951418	0.07220216606498195	inf
438	Baseline	movielens	291	305	400	20	0.0	472.83615954787007	4561.616232195645	0.5961647845120623	0.8114019096130924	0.06885245901639345	0.0024313320908690896
439	CPFair	movielens	291	305	400	20	0.0002639857526115113	526.4291369618307	4763.557215802204	0.5855790693660184	0.8147092006363378	0.06557377049180328	inf
440	Baseline	movielens	335	359	500	20	0.0	520.7854794886456	5120.94210938773	0.5885088524006704	0.8162605312383282	0.0584958217270195	0.0022803006240416416
441	CPFair	movielens	335	359	500	20	0.00023507137591938937	583.8949470011203	5372.195591281881	0.5758979456751293	0.8185898201735012	0.055710306406685235	0.15303437377587598
442	Baseline	movielens	411	444	700	20	0.0	618.8957932610632	6186.542610177745	0.5794686203178698	0.8256483074643096	0.0472972972972973	0.0021174750538484775
443	CPFair	movielens	411	444	700	20	0.0003846221290693042	695.8500669453645	6500.884952520089	0.5662758996861759	0.8267024303278071	0.04504504504504504	inf
444	Baseline	movielens	500	546	1000	20	0.0	694.4077049059962	6961.567430127868	0.5864933504943314	0.8272122291852482	0.045787545787545784	0.002027040362275088
445	CPFair	movielens	500	546	1000	20	0.0004899474232361338	807.4653245680773	7711.248748809188	0.5605275044136643	0.8308731578744191	0.03663003663003663	inf
446	Baseline	movielens	608	672	1500	20	0.0	796.9953937977142	8458.562358276644	0.5782050785147961	0.8295226291757816	0.03422619047619048	0.002009221230672465
447	CPFair	movielens	608	672	1500	20	0.0005984879140481218	919.9992218035612	8995.014739229027	0.5609360078747654	0.8289210983350431	0.02976190476190476	inf
448	Baseline	yelp	279	284	300	20	0.0	492.1615078568863	4552.115453283079	0.5930407168208668	0.802589895786465	0.07394366197183098	0.0024464160459685665
449	CPFair	yelp	279	284	300	20	0.00011414699426724555	541.1366378369577	4797.728129339417	0.5830181628264455	0.8108697908419182	0.07042253521126761	0.17526197285274475
450	Baseline	yelp	322	323	350	20	0.0	575.3203446694695	5401.952822321694	0.5807165829952944	0.8114411003493351	0.06811145510835913	0.002147831485667896
451	CPFair	yelp	322	323	350	20	0.00012194630837893862	636.3559115295654	5663.841367213334	0.5717786622407343	0.8197128490049527	0.06191950464396285	inf
452	Baseline	yelp	367	368	400	20	0.0	679.195758135591	6304.209002835537	0.5666142027041879	0.8192777778431555	0.057065217391304345	0.0018561005837279892
453	Baseline	yelp	452	456	500	20	0.0	824.2784013926172	7800.315712526932	0.5489253411710663	0.8281031979231296	0.043859649122807015	0.0015341792673000505
454	CPFair	yelp	452	456	500	20	0.00011857519638466716	901.6269087376124	8040.749923053248	0.5432510429229986	0.8334950725927761	0.043859649122807015	0.17339085406655977
455	Baseline	yelp	618	619	700	20	0.0	1129.3578562827856	10708.464222611385	0.5301734598342879	0.8404902781359179	0.035541195476575124	0.001170702312646082
456	CPFair	yelp	618	619	700	20	0.0001367237023101037	1252.3113898924082	11187.578923742241	0.5212773745297893	0.8451627986116036	0.03231017770597738	inf
457	Baseline	yelp	846	859	1000	20	0.0	1512.8550005516465	14477.449713436183	0.511378727846665	0.847989782894162	0.02677532013969732	0.0008682372454695411
458	CPFair	yelp	846	859	1000	20	0.00027579140356887114	1689.362315556226	15186.367059187056	0.500751356463006	0.8521374637030253	0.023282887077997673	inf
459	Baseline	yelp	1187	1212	1500	20	0.0	2118.1323585342825	20208.1053872714	0.4930529695814643	0.8568987518365285	0.018976897689768978	0.0006497106620601595
460	CPFair	yelp	1187	1212	1500	20	0.0002782653594564004	2344.0543544700636	21189.529479680637	0.48277801484585486	0.8596575343446924	0.0165016501650165	inf
461	Baseline	amazon	279	269	300	40	0.0	682.3933185248932	9101.885518442255	0.692804783886581	0.7930359165291531	0.15613382899628253	0.0028196783158933526
462	FR	amazon	279	269	300	40	4.7680637683194156e-05	724.0881908445689	9533.967302828867	0.6831007542585715	0.7956008726296873	0.14869888475836432	0.002166748046875
463	Baseline	amazon	324	311	350	40	0.0	819.6192038929505	11124.053204578116	0.6732030342845555	0.8100390673309089	0.13183279742765272	0.00247906675386613
464	FR	amazon	324	311	350	40	4.102636010235896e-05	862.2631504243942	11387.165744771046	0.666830938736824	0.812485479420065	0.12861736334405144	0.001895904541015625
465	Baseline	amazon	366	353	400	40	0.0	927.3890748358538	12599.892335224586	0.6614173423758422	0.8222590338263015	0.11898016997167139	0.002240044918374424
466	Baseline	amazon	453	436	500	40	0.0	1174.5114856706016	16093.865709957076	0.6389352548240984	0.8406054944809656	0.09403669724770643	0.0018610539600802107
467	Baseline	amazon	607	585	700	40	0.0	1598.8438958126976	21792.08587917306	0.6147029008483291	0.8610980573152238	0.0735042735042735	0.0014269817531619836
468	Baseline	amazon	825	769	1000	40	0.0	2266.2521452914225	31261.676414237656	0.5914149941055536	0.8765860924865464	0.055916775032509754	0.0011481506632140838
469	Baseline	amazon	1156	1040	1500	40	0.0	3238.4046100432724	43279.12544378695	0.5802546690357965	0.889142845321367	0.047115384615384615	0.0009028048794543687
470	Baseline	black_friday	282	261	300	40	0.0	691.6057285438807	8865.994451050337	0.7107847039903552	0.787760074618844	0.1839080459770115	0.004059362614346218
471	FR	black_friday	282	261	300	40	5.3238790587081946e-05	760.6847584098641	9988.331615801299	0.6863216596049567	0.7934242847877881	0.1532567049808429	0.0035877227783203125
472	Baseline	black_friday	328	305	350	40	0.0	854.0174140657238	11480.36366568127	0.675787444125129	0.8095006395096592	0.13442622950819672	0.0034863603538992237
473	FR	black_friday	328	305	350	40	4.548996225860395e-05	899.6267352017146	11869.681698468155	0.6688823720541854	0.8113644889536628	0.13114754098360656	0.00307464599609375
474	Baseline	black_friday	367	346	400	40	0.0	948.4280618573591	12800.111831334161	0.6643003828009219	0.8217605265803737	0.12427745664739884	0.003140129930971685
475	Baseline	black_friday	455	426	500	40	0.0	1198.6717856333987	16279.143930877908	0.6441155550210954	0.8400081036220692	0.10093896713615023	0.002572925811163472
476	Baseline	black_friday	611	546	700	40	0.0	1727.983237350578	23361.71620443049	0.6216520211943609	0.8601100235056669	0.07875457875457875	0.002093880809929053
477	Baseline	black_friday	841	716	1000	40	0.0	2516.779058624293	34637.58351799258	0.5967436927853361	0.8771077049186948	0.05865921787709497	0.0016579412988979598
478	Baseline	black_friday	1166	948	1500	40	0.0	3607.7704338965355	50266.82143175063	0.5786255215996084	0.8895141590557625	0.046413502109704644	0.0013551726472975623
479	Baseline	movielens	236	241	300	40	0.0	508.9082578968666	7039.294709113132	0.7100421811981833	0.7741389865355879	0.17427385892116182	0.0029438040103291945
480	FR	movielens	236	241	300	40	9.788341249661439e-05	541.4512391007742	7383.585165544667	0.6996536178965234	0.7771948001179511	0.16597510373443983	0.0016679763793945312
481	Baseline	movielens	266	277	350	40	0.0	584.7856280776457	7974.798133691302	0.6949678496356412	0.7936229092852188	0.1552346570397112	0.0026075292241821853
482	FR	movielens	266	277	350	40	7.886001223137275e-05	605.9092240320109	8360.39380156134	0.6844400577015045	0.7938982338175077	0.1444043321299639	0.001434326171875
483	Baseline	movielens	291	305	400	40	0.0	647.8619528956033	8959.612469766193	0.6810558689147467	0.8058060570798532	0.13442622950819672	0.0024313320908690896
484	FR	movielens	291	305	400	40	7.506122308287196e-05	659.5871583984447	9206.996076323569	0.675019141212916	0.8040177862934687	0.13114754098360656	0.0012531280517578125
485	Baseline	movielens	335	359	500	40	0.0	722.2699859550318	10184.53166874869	0.6680375016936719	0.8190812616513894	0.116991643454039	0.0022803006240416416
486	Baseline	movielens	411	444	700	40	0.0	872.7043403686841	12589.990260530798	0.6516436897532879	0.83570566952033	0.0945945945945946	0.0021174750538484775
487	Baseline	movielens	500	546	1000	40	0.0	1038.373540054701	15006.22942747119	0.6403224348588804	0.8470224133222143	0.07875457875457875	0.002027040362275088
488	Baseline	movielens	608	672	1500	40	0.0	1210.6180035338841	18289.26133786848	0.6268378089538397	0.8561525235378517	0.06398809523809523	0.002009221230672465
489	Baseline	yelp	279	284	300	40	0.0	662.0108101659137	8911.553362428089	0.6821929870525338	0.7970725570581932	0.14084507042253522	0.0024464160459685665
490	FR	yelp	279	284	300	40	4.4904441886188355e-05	688.816818279314	9116.595615949214	0.677337844144736	0.7980737032834667	0.13732394366197184	0.0018243789672851562
491	Baseline	yelp	322	323	350	40	0.0	776.6382596087544	10527.062063280582	0.6699048662292295	0.8117030926486006	0.13003095975232198	0.002147831485667896
492	FR	yelp	322	323	350	40	4.6198156012693365e-05	818.8821075606319	10886.535747491105	0.6633118791184146	0.8130257094722635	0.1238390092879257	0.0015468597412109375
493	Baseline	yelp	367	368	400	40	0.0	917.4936733857252	12381.74362003781	0.6545554599331551	0.8250306854098626	0.11413043478260869	0.0018561005837279892
494	Baseline	yelp	452	456	500	40	0.0	1121.6243083402023	15345.894429055093	0.6348338458180633	0.8418530272853186	0.08991228070175439	0.0015341792673000505
495	Baseline	yelp	618	619	700	40	0.0	1589.5666147856723	21799.79227009012	0.6062367458806168	0.8628623582960807	0.06785137318255251	0.001170702312646082
496	Baseline	yelp	846	859	1000	40	0.0	2102.6090450497177	29040.190006247623	0.5858571317979181	0.87672651107683	0.05355064027939464	0.0008682372454695411
497	Baseline	yelp	1187	1212	1500	40	0.0	3035.699293572158	41865.911648095505	0.5571558243990415	0.8906201771952833	0.03547854785478548	0.0006497106620601595
498	Baseline	amazon	279	269	300	40	0.0	682.3933185248932	9101.885518442255	0.692804783886581	0.7930359165291531	0.15613382899628253	0.0028196783158933526
499	Gini	amazon	279	269	300	40	6.949526653278568e-05	738.1743092744392	7049.922693163445	0.8704212468966094	0.8327153821660817	0.20817843866171004	0.4543610956333079
500	Baseline	amazon	324	311	350	40	0.0	819.6192038929505	11124.053204578116	0.6732030342845555	0.8100390673309089	0.13183279742765272	0.00247906675386613
501	Gini	amazon	324	311	350	40	6.502971525635889e-05	1027.2499192025834	10466.117513259793	0.9274052503640795	0.8806135371554361	0.15755627009646303	0.4103742733502425
502	Baseline	amazon	366	353	400	40	0.0	927.3890748358538	12599.892335224586	0.6614173423758422	0.8222590338263015	0.11898016997167139	0.002240044918374424
503	Baseline	amazon	453	436	500	40	0.0	1174.5114856706016	16093.865709957076	0.6389352548240984	0.8406054944809656	0.09403669724770643	0.0018610539600802107
504	Gini	amazon	453	436	500	40	9.893297465138959e-05	1118.2178923110557	10223.365709957077	0.8274609059730152	0.8771932043639217	0.17660550458715596	0.562299160592339
505	Baseline	amazon	607	585	700	40	0.0	1598.8438958126976	21792.08587917306	0.6147029008483291	0.8610980573152238	0.0735042735042735	0.0014269817531619836
506	Gini	amazon	607	585	700	40	5.245336014756408e-05	1333.3442030231784	10633.867075754257	0.8236395811810548	0.855440652386692	0.18461538461538463	0.6265542005736542
507	Baseline	amazon	825	769	1000	40	0.0	2266.2521452914225	31261.676414237656	0.5914149941055536	0.8765860924865464	0.055916775032509754	0.0011481506632140838
508	Gini	amazon	825	769	1000	40	8.605815503115069e-05	1205.4271953606944	15364.719327111527	0.7915137179558219	0.8629979110024787	0.1729518855656697	0.6662060546061707
509	Baseline	amazon	1156	1040	1500	40	0.0	3238.4046100432724	43279.12544378695	0.5802546690357965	0.889142845321367	0.047115384615384615	0.0009028048794543687
510	Gini	amazon	1156	1040	1500	40	0.0001283574534143782	1643.054886910589	21621.371597633137	0.7696816137092561	0.8850931471395141	0.14903846153846154	0.6254995440235758
511	Baseline	black_friday	282	261	300	40	0.0	691.6057285438807	8865.994451050337	0.7107847039903552	0.787760074618844	0.1839080459770115	0.004059362614346218
512	Gini	black_friday	282	261	300	40	7.157724920042723e-05	468.1578491203933	5074.538512353019	0.9036981746145931	0.7594038363826869	0.3065134099616858	0.4958090973109777
513	Baseline	black_friday	328	305	350	40	0.0	854.0174140657238	11480.36366568127	0.675787444125129	0.8095006395096592	0.13442622950819672	0.0034863603538992237
514	Gini	black_friday	328	305	350	40	5.058651956127151e-05	554.3859148597097	6586.298091910777	0.8952431281253626	0.7957211373184975	0.25245901639344265	0.5207789032662464
515	Baseline	black_friday	367	346	400	40	0.0	948.4280618573591	12800.111831334161	0.6643003828009219	0.8217605265803737	0.12427745664739884	0.003140129930971685
516	Baseline	black_friday	455	426	500	40	0.0	1198.6717856333987	16279.143930877908	0.6441155550210954	0.8400081036220692	0.10093896713615023	0.002572925811163472
517	Gini	black_friday	455	426	500	40	0.00012245938659872892	907.9956892847185	9401.383367497629	0.8352601392126476	0.8475248669386397	0.20657276995305165	0.5830966488051578
518	Baseline	black_friday	611	546	700	40	0.0	1727.983237350578	23361.71620443049	0.6216520211943609	0.8601100235056669	0.07875457875457875	0.002093880809929053
519	Gini	black_friday	611	546	700	40	5.7195573310134417e-05	1175.8680696416116	12688.935984650268	0.8463797159557077	0.8756844149062115	0.17582417582417584	0.5392820715650506
520	Baseline	black_friday	841	716	1000	40	0.0	2516.779058624293	34637.58351799258	0.5967436927853361	0.8771077049186948	0.05865921787709497	0.0016579412988979598
521	Gini	black_friday	841	716	1000	40	8.66405900572128e-05	2219.440600282841	25295.955026372456	0.7757513414910769	0.9162054309251634	0.11452513966480447	0.543157530149381
522	Baseline	black_friday	1166	948	1500	40	0.0	3607.7704338965355	50266.82143175063	0.5786255215996084	0.8895141590557625	0.046413502109704644	0.0013551726472975623
523	Gini	black_friday	1166	948	1500	40	0.00010590891366504979	1452.5320708553834	19721.791895885628	0.7997273098387292	0.8410140306589284	0.1962025316455696	0.7275202380682925
524	Baseline	movielens	236	241	300	40	0.0	508.9082578968666	7039.294709113132	0.7100421811981833	0.7741389865355879	0.17427385892116182	0.0029438040103291945
525	Gini	movielens	236	241	300	40	0.00012089345905347057	455.7634570310947	4459.020850191974	0.9075594893540292	0.7811278406099743	0.27385892116182575	0.46426235156933426
526	Baseline	movielens	266	277	350	40	0.0	584.7856280776457	7974.798133691302	0.6949678496356412	0.7936229092852188	0.1552346570397112	0.0026075292241821853
527	Gini	movielens	266	277	350	40	0.00011405419219369666	559.0365160296434	6604.372140911519	0.871455353775241	0.8361258155529352	0.20577617328519857	0.4841508235659132
528	Baseline	movielens	291	305	400	40	0.0	647.8619528956033	8959.612469766193	0.6810558689147467	0.8058060570798532	0.13442622950819672	0.0024313320908690896
529	Gini	movielens	291	305	400	40	0.00011412589688096564	512.6057327859698	5475.422305831766	0.8757574418306124	0.805393404618336	0.22950819672131148	0.49679328566238945
530	Baseline	movielens	335	359	500	40	0.0	722.2699859550318	10184.53166874869	0.6680375016936719	0.8190812616513894	0.116991643454039	0.0022803006240416416
531	Gini	movielens	335	359	500	40	0.00016624542580022508	406.2236574860118	5466.046989082953	0.8785402236397971	0.7976589593384852	0.24512534818941503	0.5097800349314089
532	Baseline	movielens	411	444	700	40	0.0	872.7043403686841	12589.990260530798	0.6516436897532879	0.83570566952033	0.0945945945945946	0.0021174750538484775
533	Gini	movielens	411	444	700	40	0.00010103774427337632	841.155725714684	6475.715485756027	0.8454950687055267	0.840785582900865	0.21846846846846846	0.5312849501335142
534	Baseline	movielens	500	546	1000	40	0.0	1038.373540054701	15006.22942747119	0.6403224348588804	0.8470224133222143	0.07875457875457875	0.002027040362275088
535	Gini	movielens	500	546	1000	40	0.0001519930268920831	492.8242606855383	7411.5114787532375	0.8322594330965083	0.8075069554247325	0.20146520146520147	0.579848356736229
536	Baseline	movielens	608	672	1500	40	0.0	1210.6180035338841	18289.26133786848	0.6268378089538397	0.8561525235378517	0.06398809523809523	0.002009221230672465
537	Gini	movielens	608	672	1500	40	0.00021436702261531815	481.68118857306183	6023.904195011338	0.8428379584893045	0.7795248799392765	0.23363095238095238	0.6096963889775776
538	Baseline	yelp	279	284	300	40	0.0	662.0108101659137	8911.553362428089	0.6821929870525338	0.7970725570581932	0.14084507042253522	0.0024464160459685665
539	Gini	yelp	279	284	300	40	6.444410039670841e-05	591.0240375915648	6555.658996230906	0.8627247437860049	0.8264257342711485	0.20774647887323944	0.49165406989854826
540	Baseline	yelp	322	323	350	40	0.0	776.6382596087544	10527.062063280582	0.6699048662292295	0.8117030926486006	0.13003095975232198	0.002147831485667896
541	Gini	yelp	322	323	350	40	6.497246356634373e-05	565.735134622441	7317.415004457054	0.8702065464622627	0.827360644100326	0.20123839009287925	0.512957541130365
542	Baseline	yelp	367	368	400	40	0.0	917.4936733857252	12381.74362003781	0.6545554599331551	0.8250306854098626	0.11413043478260869	0.0018561005837279892
543	Baseline	yelp	452	456	500	40	0.0	1121.6243083402023	15345.894429055093	0.6348338458180633	0.8418530272853186	0.08991228070175439	0.0015341792673000505
544	Gini	yelp	452	456	500	40	7.100343062598155e-05	852.5590504032367	8766.46460449369	0.8305524383460325	0.8442403820910406	0.21271929824561403	0.536454934783248
545	Baseline	yelp	618	619	700	40	0.0	1589.5666147856723	21799.79227009012	0.6062367458806168	0.8628623582960807	0.06785137318255251	0.001170702312646082
546	Gini	yelp	618	619	700	40	5.1655369821178095e-05	982.2215321689511	11787.31731047784	0.8132772064370842	0.8703980100893491	0.1631663974151858	0.6307385184835089
547	Baseline	yelp	846	859	1000	40	0.0	2102.6090450497177	29040.190006247623	0.5858571317979181	0.87672651107683	0.05355064027939464	0.0008682372454695411
548	Gini	yelp	846	859	1000	40	8.729898334420167e-05	1045.3933436747361	13124.120157586383	0.7991063181660982	0.8651746908632545	0.17578579743888242	0.5648743860213964
549	Baseline	yelp	1187	1212	1500	40	0.0	3035.699293572158	41865.911648095505	0.5571558243990415	0.8906201771952833	0.03547854785478548	0.0006497106620601595
550	Gini	yelp	1187	1212	1500	40	0.00013268077990289317	1210.8178258896428	15541.183925323225	0.7977016944434411	0.8690947870830119	0.16254125412541254	0.729281239251693
551	Baseline	amazon	279	269	300	40	0.0	682.3933185248932	9101.885518442255	0.692804783886581	0.7930359165291531	0.15613382899628253	0.0028196783158933526
552	Lorenz	amazon	279	269	300	40	0.00011073144653547951	818.4677031424482	7393.8855184422555	0.8546102398182067	0.85098668318556	0.20074349442379183	0.0022287405570695423
553	Baseline	amazon	324	311	350	40	0.0	819.6192038929505	11124.053204578116	0.6732030342845555	0.8100390673309089	0.13183279742765272	0.00247906675386613
554	Lorenz	amazon	324	311	350	40	9.392195791867397e-05	940.9112501143967	7578.336162777474	0.8242786825280732	0.8474551407099107	0.20257234726688103	0.001992092363654333
555	Baseline	amazon	366	353	400	40	0.0	927.3890748358538	12599.892335224586	0.6614173423758422	0.8222590338263015	0.11898016997167139	0.002240044918374424
556	Baseline	amazon	453	436	500	40	0.0	1174.5114856706016	16093.865709957076	0.6389352548240984	0.8406054944809656	0.09403669724770643	0.0018610539600802107
557	Lorenz	amazon	453	436	500	40	0.00011396631758650654	1486.21449528058	13564.246443902031	0.8614410997610656	0.9099281802719866	0.13302752293577982	0.0015996709623855188
558	Baseline	amazon	607	585	700	40	0.0	1598.8438958126976	21792.08587917306	0.6147029008483291	0.8610980573152238	0.0735042735042735	0.0014269817531619836
559	Lorenz	amazon	607	585	700	40	0.0001673686865785126	1845.0812778551542	14788.90297319015	0.7704364298497286	0.9033619722562783	0.1452991452991453	0.0011566385659648752
560	Baseline	amazon	825	769	1000	40	0.0	2266.2521452914225	31261.676414237656	0.5914149941055536	0.8765860924865464	0.055916775032509754	0.0011481506632140838
561	Lorenz	amazon	825	769	1000	40	0.00023314580915856917	2703.887125686162	22326.65690838591	0.7319361621854445	0.9214509201808796	0.12613784135240572	0.0007956490535813405
562	Baseline	amazon	1156	1040	1500	40	0.0	3238.4046100432724	43279.12544378695	0.5802546690357965	0.889142845321367	0.047115384615384615	0.0009028048794543687
563	Lorenz	amazon	1156	1040	1500	40	0.00030278776638131025	4164.793520651834	38641.80621301775	0.7342431219607033	0.9585113535439411	0.07115384615384615	0.0005865107597830188
564	Baseline	black_friday	282	261	300	40	0.0	691.6057285438807	8865.994451050337	0.7107847039903552	0.787760074618844	0.1839080459770115	0.004059362614346218
565	Lorenz	black_friday	282	261	300	40	0.0001185604727174851	894.5071403059333	8155.718588981371	0.8928633369221672	0.8541370545928694	0.20689655172413793	0.0022935583042546833
566	Baseline	black_friday	328	305	350	40	0.0	854.0174140657238	11480.36366568127	0.675787444125129	0.8095006395096592	0.13442622950819672	0.0034863603538992237
567	Lorenz	black_friday	328	305	350	40	0.00010669925920984134	1061.9844935521783	10178.98661650094	0.8691118861404042	0.8746631679508903	0.17049180327868851	0.0020852245109780985
568	Baseline	black_friday	367	346	400	40	0.0	948.4280618573591	12800.111831334161	0.6643003828009219	0.8217605265803737	0.12427745664739884	0.003140129930971685
569	Baseline	black_friday	455	426	500	40	0.0	1198.6717856333987	16279.143930877908	0.6441155550210954	0.8400081036220692	0.10093896713615023	0.002572925811163472
570	Lorenz	black_friday	455	426	500	40	0.00014180039942818075	1552.1967459319817	14024.345808812182	0.7797749339954338	0.9061197819294771	0.1267605633802817	0.0014409398607293027
