	Approach	Dataset	Users	Items	Interactions	k	VarianceNDCG	MeanNDCG	VarianceExposure	VarianceExposureEqWeight	Entropy	Gini	MMS	IIF	GGF
1219	PCT	black_friday	611	546	700	20	0.00014230562464353808	0.979729501453731	821.0084517302273	8494.364032792604	0.6440988549392418	0.7789004383885888	0.06593406593406594	0.0011530378335887896	2.5666304925652625e-11
1221	PCT	black_friday	841	716	1000	20	0.00013976597919348235	0.981566684753698	1123.3100704630656	12171.811382291435	0.6345149010220033	0.7764295526185911	0.05307262569832402	0.0011176121936690739	9.655582737521048e-12
1223	PCT	black_friday	841	716	1000	20	0.00013944461497390935	0.9815438804243346	1109.2886048367177	11906.238756593113	0.6383107232650778	0.7758176427639889	0.0712290502793296	0.0011182104361958823	9.158265175481954e-12
1225	PCT	black_friday	841	716	1000	20	0.00014330541330296792	0.9816146864395419	950.196109561369	10368.110264973002	0.6718433283990527	0.7506568048301475	0.09636871508379888	0.001117523549795724	8.881003267742609e-12
1227	PCT	black_friday	841	716	1000	20	0.00014064712293246963	0.9817323968312281	859.1386750123888	9575.378421397583	0.6890339612428547	0.7335627984738942	0.10893854748603352	0.0011056473859199576	8.886832340418276e-12
1229	PCT	black_friday	841	716	1000	20	0.00014007600065587256	0.981592915539023	1092.6862395100834	11707.895181174117	0.6419505369683636	0.7726529368721283	0.08379888268156424	0.0011165345288305312	8.81845991073524e-12
1231	PCT	black_friday	1166	948	1500	20	0.0001782148940484985	0.9814028094749835	1104.7421318389845	12805.712741903897	0.6987148608089123	0.7073081739986031	0.10654008438818566	0.0008559421740067553	5.892064708907988e-12
1233	PCT	black_friday	1166	948	1500	20	0.000183352338123279	0.9814354094834612	1165.2548460784649	13230.427931777314	0.6868551331335659	0.728513334914843	0.10443037974683544	0.000909460952037144	5.769399537697151e-12
1235	PCT	black_friday	1166	948	1500	20	0.00017182010169512448	0.9816704566472033	1023.5899905613792	11804.930041481955	0.7099425313816806	0.7088404690482187	0.12974683544303797	0.0009065514268714099	5.6819331392935295e-12
1237	PCT	black_friday	1166	948	1500	20	0.0001870156632355157	0.9812696158944569	1485.3492978003703	16642.558733465077	0.6384961318058883	0.7596510972524914	0.06751054852320675	0.0007478484395453955	5.990312980498511e-12
1239	PCT	black_friday	1166	948	1500	20	0.0001937057669555452	0.9815014264638194	1106.4018495343394	12621.87518916128	0.6978674150797795	0.7155267841920416	0.11814345991561181	0.0007428951605670998	5.823243060348807e-12
1241	PCT	movielens	236	241	300	20	0.00024228776758595584	0.9729978595792002	257.94595684052655	2806.8319760334707	0.7002369712464188	0.7259869171508452	0.1078838174273859	0.002499565185047574	1.0734607605806309e-06
1243	PCT	movielens	236	241	300	20	0.00023700622703936658	0.9728608982454082	297.8616659319428	3179.13902997538	0.6698208966992407	0.7477162763742439	0.08713692946058091	0.0029067913356521785	1.0040931299403705e-06
1245	PCT	movielens	236	241	300	20	0.0002347850329358368	0.9731568019708549	266.7027383502808	2903.305005079114	0.6934052599644783	0.7315020973561307	0.1078838174273859	0.002502254219618384	1.065737460282593e-06
1247	PCT	movielens	236	241	300	20	0.00023905254983395938	0.9729651651465719	275.00723945475016	3003.404590141355	0.6845865420237918	0.7371893437603652	0.0912863070539419	0.002928113424771191	1.0076135100352755e-06
1249	PCT	movielens	236	241	300	20	0.00023904613508516333	0.9729466134177994	267.60372850200844	2914.0352955355456	0.6932499427467566	0.7298076879424443	0.0995850622406639	0.0029100406833785604	1.0260012585630536e-06
1251	PCT	movielens	266	277	350	20	0.000217428595824702	0.9689032568963052	303.2423648976334	3155.5497139282415	0.6888503267275877	0.739968468552082	0.09386281588447654	0.0026037945353621734	6.528182407941374e-07
1253	PCT	movielens	266	277	350	20	0.00021145091799300699	0.9690048458951742	292.1561433187292	3087.246464830768	0.6955758791605872	0.7349488026610123	0.09386281588447654	0.0025893985712734055	6.491651405310822e-07
1255	PCT	movielens	266	277	350	20	0.00020822214198992325	0.9688909304014366	335.7425362945326	3428.8710135672304	0.6667262063898416	0.7594763670346143	0.09386281588447654	0.0025981422680487866	7.361080766069849e-07
1257	PCT	movielens	266	277	350	20	0.0002125084623114228	0.968913056342272	290.39311009315304	3036.3222771051364	0.6966241749397273	0.7380824191257214	0.11191335740072202	0.0024976780320510655	6.452558161856967e-07
1259	PCT	movielens	266	277	350	20	0.00021281947181177934	0.9694741530602642	270.18760042223164	2860.3222771051364	0.713033728239024	0.72076653102374	0.11913357400722022	0.0024776082488879737	6.592507579232755e-07
1261	PCT	movielens	335	359	500	20	0.00020971606527914213	0.9750920628193532	282.18352319196737	3125.9838921175347	0.7214548605068163	0.706450075561377	0.12534818941504178	0.002171324509707861	3.081509737121606e-07
1263	PCT	movielens	335	359	500	20	0.00019176710286899495	0.9758523706759634	289.83675836831236	3196.44071663007	0.7156528803727237	0.7135315926812231	0.13649025069637882	0.002264292683563116	3.011603304206681e-07
1265	PCT	movielens	335	359	500	20	0.00020045739662972532	0.9754487256171848	328.7954153609802	3580.1844492205983	0.6921553355160395	0.7320186920577171	0.09749303621169916	0.0020771537539441922	3.099055151730628e-07
1267	PCT	movielens	335	359	500	20	0.00020527298517724173	0.9754357402233166	276.88904649513705	3115.1203823682317	0.721929992569383	0.7083835598785624	0.12256267409470752	0.0022556504601133347	2.995621678867793e-07
1269	PCT	movielens	335	359	500	20	0.00020044144595092358	0.975462910642013	305.57233042761777	3365.6106330646103	0.7064925350922355	0.7206952681343616	0.10863509749303621	0.0022571524601480084	3.074094292328442e-07
1271	PCT	movielens	411	444	700	20	0.0003321158314818815	0.975293831675782	263.67173706538836	3093.7182858534225	0.7527721283893456	0.674386972529658	0.12837837837837837	0.001954320881096567	1.157146452377e-07
1273	PCT	movielens	411	444	700	20	0.0003152841665970149	0.9752235240627051	267.3279957695403	3128.493060628196	0.7450420553208993	0.6922290719872314	0.1373873873873874	0.0018208356519779398	1.1465977970785761e-07
1275	PCT	movielens	411	444	700	20	0.00031000605228057536	0.9747771403182787	412.65126432042905	4615.033601168737	0.6692667834464143	0.7450919076073025	0.06756756756756757	0.0019187777231799246	1.157001619631558e-07
1277	PCT	movielens	411	444	700	20	0.000328097607278811	0.9751958298144118	298.9498609704936	3421.9164840516196	0.7323823920775255	0.7004011894687773	0.13513513513513514	0.0019199193412755286	1.1474716894657974e-07
1279	PCT	movielens	411	444	700	20	0.00033151940209234326	0.9749654234509564	269.601751535515	3218.2408083759437	0.7464368715660678	0.6823001746814917	0.13288288288288289	0.0016586784617885284	1.1674999765136463e-07
1281	PCT	movielens	500	546	1000	20	0.0006061201055496493	0.9713594722041912	132.651767533947	1611.1388586992982	0.8498736732098611	0.5771442316825107	0.25274725274725274	0.001917787850060737	9.759485343012192e-08
1283	PCT	movielens	500	546	1000	20	0.0004947018763749917	0.970998711055154	331.02167765547154	3896.237759798199	0.7370797194685529	0.6921781511886687	0.12454212454212454	0.0019100063514073048	9.758954849965125e-08
1285	PCT	movielens	500	546	1000	20	0.0005641873929060132	0.9706785233947539	151.6633021779382	1868.7542433146825	0.8353428786075049	0.5950547986340279	0.24725274725274726	0.001733114734837357	9.762571410775322e-08
1287	PCT	movielens	500	546	1000	20	0.0005414907566081977	0.9706383516401432	148.96342114643025	1834.3659649264043	0.8342535509917628	0.5998365419726648	0.21611721611721613	0.0018784590677339216	9.829660974764179e-08
1289	PCT	movielens	500	546	1000	20	0.0005693136011107904	0.9704902372419949	150.66601790630625	1859.3732909337307	0.8360091436507019	0.5927407633526968	0.2216117216117216	0.0018880730417831161	9.756527586723391e-08
1291	PCT	movielens	608	672	1500	20	0.0008374338102927954	0.9678026018071966	123.8601902853991	1498.3480725623583	0.8646870511567651	0.5696167078485039	0.27232142857142855	0.0018482068814879803	4.6466050516328504e-08
1293	PCT	movielens	608	672	1500	20	0.0008495182552172451	0.9675600852533572	97.52817011942068	1141.8956916099773	0.8828568458820593	0.5479073174520005	0.27529761904761907	0.0018524103148014359	4.648465364492188e-08
1295	PCT	movielens	608	672	1500	20	0.0008943165598285091	0.9668497227272566	173.89436869631064	2048.0593820861677	0.8349385150879738	0.6107962549114274	0.22172619047619047	0.0020073908377861095	4.6428119348596144e-08
1297	PCT	movielens	608	672	1500	20	0.0009506925744874783	0.967054713154521	73.2271312789447	832.3629535147392	0.9019555827898232	0.5239409678628774	0.2961309523809524	0.0019168978078587214	4.647917662549459e-08
1299	PCT	movielens	608	672	1500	20	0.0008851310486768932	0.968103411267493	68.92345531697208	779.5623582766441	0.9061829257279589	0.5126845215649054	0.32589285714285715	0.0017666363159760618	4.643366769220292e-08
1301	PCT	yelp	279	284	300	20	0.00011713652385568938	0.971907485231701	370.07838110631326	3674.5661575084314	0.659529681397764	0.7679470803460056	0.10915492957746478	0.0024260041563405068	3.1809004959122437e-07
1303	PCT	yelp	279	284	300	20	0.00011646204018328838	0.971946267113924	386.07744477554013	3823.9886927196994	0.650336867013445	0.7723380479402049	0.09154929577464789	0.0024213210737541535	3.187581944136386e-07
1305	PCT	yelp	279	284	300	20	0.00012829334065615612	0.9717000808220009	357.85193505093287	3619.354889902798	0.6676554807279834	0.7573073793506607	0.09859154929577464	0.0024064726067074957	3.1814526733788447e-07
1307	PCT	yelp	279	284	300	20	0.00012052510814675001	0.9720202256683782	314.5573625349197	3283.516861733783	0.6908453182565233	0.7403774574131462	0.11619718309859155	0.002411290074559802	3.1832697289112905e-07
1309	PCT	yelp	279	284	300	20	0.0001785455872870049	0.971539787050021	381.8090871798027	3806.9886927196985	0.6519636368090397	0.7699800348728281	0.09507042253521127	0.002421521974394481	3.415042956319478e-07
1311	PCT	yelp	322	323	350	20	0.00013493922093673577	0.9771417825115889	399.19431314007073	4134.770159782995	0.6631482340843488	0.76285896573432	0.08668730650154799	0.0021119268909190023	7.084269458865882e-09
1313	PCT	yelp	322	323	350	20	0.0001552141372019583	0.9767200527405024	422.31532865807446	4329.7980235600835	0.6503424450891122	0.7711376339370484	0.08359133126934984	0.0021281059063643086	7.2560459297917265e-09
1315	PCT	yelp	322	323	350	20	0.00013568353094194153	0.9772325889954115	393.80341356567635	4096.807311485782	0.6667427663351433	0.7571872105873713	0.09287925696594428	0.0021177504845171563	7.3170596217606894e-09
1317	PCT	yelp	322	323	350	20	0.00013706223772142343	0.9770945417451524	410.5458548692247	4272.677280526029	0.6566079776032084	0.7654548076999051	0.07430340557275542	0.0021134918234331597	7.162451962880495e-09
1319	PCT	yelp	322	323	350	20	0.00013258868344239426	0.9772512161601341	376.9426801861115	3948.702048327886	0.6750205384748116	0.7549173544248918	0.08978328173374613	0.0021237705467165094	6.7662092771278106e-09
1321	PCT	yelp	452	456	500	20	0.00012744410057896385	0.9799844257412018	527.4490463769577	5558.692905509389	0.653144244807674	0.7709950665020424	0.09868421052631579	0.0015189955153406503	5.061173004403173e-09
1323	PCT	yelp	452	456	500	20	0.00012629340790496627	0.9800465722488367	610.1717238712442	6329.030624807635	0.6185725054642147	0.7921737387444278	0.07017543859649122	0.001524831145068062	5.018535417435576e-09
1325	PCT	yelp	452	456	500	20	0.0001267061585609944	0.979960348475381	630.3519983525081	6468.109572176056	0.6108978042414424	0.7984953323307228	0.06578947368421052	0.001526295614068875	5.01414293878345e-09
1327	PCT	yelp	452	456	500	20	0.0001285600057795626	0.9800083065716192	590.7146204511862	6138.276238842723	0.6279597959469059	0.7857440760743114	0.06140350877192982	0.0015244824117145548	5.693311807074947e-09
1329	PCT	yelp	452	456	500	20	0.00013493308802640176	0.9799251396635245	527.4547316669671	5590.692905509389	0.6534549569512659	0.7680500527758133	0.08114035087719298	0.0015146165081706337	5.7822733661347406e-09
1331	PCT	yelp	618	619	700	20	0.00013754623502451553	0.9814315904242037	711.7463388480932	7616.72270403303	0.6371845557211167	0.7828514185073775	0.08723747980613894	0.0011254608771269162	3.8240379003895455e-09
1333	PCT	yelp	618	619	700	20	0.00013489304564594544	0.9812895611108196	764.4558018343364	8113.860022288282	0.6222358603155924	0.7878444862897723	0.06623586429725363	0.0011369286679387407	3.846726563910535e-09
1335	PCT	yelp	618	619	700	20	0.00013670979452153902	0.9813439177049713	786.7486140152251	8261.071653952255	0.6162440423446507	0.7954979565843466	0.06785137318255251	0.0011364923443418925	4.531555679507453e-09
1337	PCT	yelp	618	619	700	20	0.00013499228782855508	0.9813046106158807	864.3949577132611	8958.861637797167	0.5916201809025678	0.808949364257672	0.061389337641357025	0.0010161453265190232	5.178357446281695e-09
1339	PCT	yelp	618	619	700	20	0.0001346086839154924	0.9813064568379749	797.8438244273018	8345.986031981334	0.6128549721582247	0.7970783343381006	0.07592891760904685	0.0011241767745990533	3.8938207024722864e-09
1341	PCT	yelp	846	859	1000	20	0.00019200076102638333	0.9810867206003501	1040.8770805989004	11053.950295508355	0.6018923492476999	0.7986782528480092	0.06868451688009314	0.000739316128042578	3.669638479045931e-09
1343	PCT	yelp	846	859	1000	20	0.0002121641351469374	0.9811574878836992	977.9781468111407	10528.089992830823	0.6144614153395785	0.7938889951176413	0.08149010477299184	0.0007385441377606176	3.907596037375218e-09
1345	PCT	yelp	846	859	1000	20	0.00017216332939952586	0.981627320087841	1098.3894464145635	11586.087664542118	0.5886750847722957	0.8071899097572987	0.05587892898719441	0.0007547001830368542	3.6124325851185382e-09
1347	PCT	yelp	846	859	1000	20	0.0001816901425994119	0.9814547926760517	1119.1549843393195	11736.876954414061	0.5840717782858181	0.8106862341586487	0.05355064027939464	0.0008501109592437728	3.3989240067232476e-09
1349	PCT	yelp	846	859	1000	20	0.00017247392402963376	0.9815866284688681	1060.4177617835583	11219.119096439672	0.59737993770489	0.8036990107258333	0.06868451688009314	0.0008628620713583534	3.4145553017203223e-09
1351	PCT	yelp	1187	1212	1500	20	0.00021785762924439556	0.9812399627759613	1470.5536569516933	15454.70439717239	0.5829872789657797	0.8070859806869315	0.05363036303630363	0.000642396272181948	1.7917824513144501e-09
1353	PCT	yelp	1187	1212	1500	20	0.00019819847624252452	0.9814434999229257	1434.2413616166305	15100.890865819258	0.5895121982356748	0.8048769529343095	0.056105610561056105	0.0006140006844108058	1.7930184287823104e-09
1355	PCT	yelp	1187	1212	1500	20	0.0002115491898916481	0.98127361074007	1599.256854167332	16627.82155888856	0.5625247245472582	0.8175904594997903	0.04455445544554455	0.0005958030827303497	1.821669640962571e-09
1357	PCT	yelp	1187	1212	1500	20	0.00021345989351597314	0.9812841001630445	1303.817886540275	13937.742350967774	0.6123193573507116	0.7882753088743478	0.06518151815181518	0.0006136087350700933	1.8096228307309452e-09
1359	PCT	yelp	1187	1212	1500	20	0.00023437763796257737	0.980988600814003	1220.6566685019636	13170.399116644336	0.6252447781114986	0.7837532886059059	0.08003300330033003	0.000613560874967715	1.794213213659697e-09
1361	TFROM	amazon	279	269	300	20	0.00012440942910885104	0.9698395508616102	561.2539831432271	4983.685134257402	0.5886067829605772	0.8084046927197002	0.07434944237918216	0.0028196783158933526	2.7098657920026796e-10
1363	TFROM	amazon	279	269	300	20	0.00012440942910885104	0.9698395508616102	564.7676979965611	5032.696286673759	0.5862342987601228	0.8089085622569729	0.07434944237918216	0.0028196783158933526	2.7098657920026796e-10
1369	TFROM	amazon	279	269	300	20	0.00012440942910885104	0.9698395508616102	559.673665949448	4976.473238346622	0.5891860715761037	0.8080557690751715	0.07434944237918216	0.0028196783158933526	2.7098657920026796e-10
1371	TFROM	amazon	324	311	350	20	0.00012785956755663856	0.9767603294076723	664.5486888448629	5933.776966739384	0.5732675563293382	0.8176481613764287	0.06430868167202572	0.00247906675386613	6.832995787109857e-11
1379	TFROM	amazon	324	311	350	20	0.00012785956755663856	0.9767603294076723	657.1390365947143	5801.712658057711	0.5776686076992729	0.8175296426247496	0.06430868167202572	0.00247906675386613	6.832995787109857e-11
1381	TFROM	amazon	453	436	500	20	0.0001457547154611139	0.9790956204729971	892.4818959960307	8251.144179782847	0.551027843135161	0.8323195370782045	0.0481651376146789	0.0018610539600802107	1.3965442735100022e-11
1383	TFROM	amazon	453	436	500	20	0.0001457547154611139	0.9790956204729971	921.1932602779978	8239.10289537918	0.5503168077876857	0.8329130638748856	0.045871559633027525	0.0018610539600802107	1.3965442735100022e-11
1385	TFROM	amazon	453	436	500	20	0.0001457547154611139	0.9790956204729971	940.5361099925871	8425.17628987459	0.5457709735620744	0.8337241576725544	0.045871559633027525	0.0018610539600802107	1.3965442735100022e-11
1387	TFROM	amazon	453	436	500	20	0.0001457547154611139	0.9790956204729971	929.8927481278859	8236.846014645229	0.5503207169835959	0.8335473297030634	0.045871559633027525	0.0018610539600802107	1.3965442735100022e-11
1389	TFROM	amazon	453	436	500	20	0.0001457547154611139	0.9790956204729971	939.0584161333999	8402.06619813147	0.5464496660018473	0.8336910581834864	0.045871559633027525	0.0018610539600802107	1.3965442735100022e-11
1391	TFROM	amazon	607	585	700	20	0.0001529867771470976	0.9800815609794955	1261.584057550786	11365.851384323178	0.5255079528490679	0.845142740963298	0.03418803418803419	0.0014269817531619836	5.3522576622593845e-12
1395	TFROM	amazon	607	585	700	20	0.0001529867771470976	0.9800815609794955	1247.6546147406484	11233.53343560523	0.5283427830824895	0.8443253362032966	0.03418803418803419	0.0014269817531619836	5.3522576622593845e-12
1401	TFROM	amazon	825	769	1000	20	0.00017134895535282548	0.980718795752524	1766.218880148455	16019.558895497	0.5090173670665937	0.8561346616158865	0.02600780234070221	0.0011481506632140838	7.499926214575825e-12
1411	TFROM	amazon	1156	1040	1500	20	0.0001927744230275432	0.9799734970700344	2541.2802893841667	23237.69097633136	0.4932927628810332	0.8655304983291787	0.019230769230769232	0.0009028048794543687	1.9272795572031817e-12
1413	TFROM	amazon	1156	1040	1500	20	0.0001927744230275432	0.9799734970700344	2514.5280899327963	22854.039053254433	0.49673151962075296	0.8651312623907368	0.019230769230769232	0.0009028048794543687	1.9272795572031817e-12
1421	TFROM	black_friday	282	261	300	20	0.0001406963810509648	0.9733009485807506	593.0148178651409	5289.870260272159	0.5885726036324183	0.8096878528556524	0.07662835249042145	0.004059362614346218	6.486782683874351e-10
1427	TFROM	black_friday	282	261	300	20	0.0001406963810509648	0.9733009485807506	585.7495990466315	5218.230413528866	0.5918447477484784	0.8087336984898992	0.07662835249042145	0.004059362614346218	6.486782683874351e-10
1431	TFROM	black_friday	328	305	350	20	0.00013443527018298414	0.9765975182386503	692.4770592005736	6196.643375436709	0.5746253167831881	0.8184740269149804	0.06557377049180328	0.0034863603538992237	6.306305611105132e-11
1435	TFROM	black_friday	328	305	350	20	0.00013443527018298414	0.9765975182386503	692.5109806323833	6197.908949207201	0.57465280169454	0.8184480806314056	0.06557377049180328	0.0034863603538992237	6.306305611105132e-11
1437	TFROM	black_friday	328	305	350	20	0.00013443527018298414	0.9765975182386503	684.2780821746867	6063.810588551464	0.5795236226877672	0.8179444821687852	0.06557377049180328	0.0034863603538992237	6.306305611105132e-11
1441	TFROM	black_friday	455	426	500	20	0.00013486572929637838	0.9795919663506231	965.5292307710416	8689.024245630279	0.5477455224296088	0.8348595312074957	0.046948356807511735	0.002572925811163472	1.3742116519394343e-11
1443	TFROM	black_friday	455	426	500	20	0.00013486572929637838	0.9795919663506231	964.688532848803	8684.639269104457	0.5481076156959238	0.8346151731750604	0.04460093896713615	0.002572925811163472	1.3742116519394343e-11
