	Approach	Dataset	Users	Items	Interactions	k	VarianceNDCG	MeanNDCG	VarianceExposure	VarianceExposureEqWeight	Entropy	Gini	MMS	IIF	GGF
0	Baseline	amazon	279	269	300	20	0.0	1.0	499.7355381920396	4521.737178867069	0.6110658074564872	0.8033515874991917	0.08921933085501858	0.0028196783158933526	2.7098657920026796e-10
1	FR	amazon	279	269	300	20	0.00012440942910885104	0.9698395508616102	556.5866064079289	5029.172123104986	0.5863848334646156	0.8071248184050682	0.07434944237918216	0.002166748046875	1.3596106879921605e-10
10	Baseline	amazon	324	311	350	20	0.0	1.0	607.848237189503	5704.677288282794	0.5817844326455526	0.8137915008053265	0.06752411575562701	0.00247906675386613	6.832995787109857e-11
11	FR	amazon	324	311	350	20	0.00012785956755663856	0.9767603294076723	654.9315915052539	5930.214265774754	0.5733996147517396	0.8161088065837887	0.06430868167202572	0.001895904541015625	5.0048405921903e-10
20	Baseline	amazon	453	436	500	20	0.0	1.0	862.3821667096826	8109.790968773671	0.5554090476954702	0.8303890481467144	0.0481651376146789	0.0018610539600802107	1.3965442735100022e-11
25	Baseline	amazon	607	585	700	20	0.0	1.0	1131.854426997483	10592.401811673604	0.5427713522638775	0.8411970583331077	0.041025641025641026	0.0014269817531619836	5.3522576622593845e-12
30	Baseline	amazon	825	769	1000	20	0.0	1.0	1607.9121667585246	15331.93080707047	0.518841894120431	0.8522399615995727	0.02860858257477243	0.0011481506632140838	7.499926214575825e-12
35	Baseline	amazon	1156	1040	1500	20	0.0	1.0	2314.5021762575775	21491.74866863905	0.5106134624795534	0.8612189322818892	0.023076923076923078	0.0009028048794543687	1.9272795572031817e-12
40	Baseline	black_friday	282	261	300	20	0.0	1.0	535.0712829495849	4841.387501651474	0.6105108821173276	0.8043198292931005	0.08812260536398467	0.004059362614346218	6.486782683874351e-10
41	FR	black_friday	282	261	300	20	0.0001406963810509648	0.9733009485807506	586.2541177484414	5288.0158541418905	0.5886486544207663	0.8080706787207708	0.07662835249042145	0.0035877227783203125	7.359804045095105e-10
50	Baseline	black_friday	328	305	350	20	0.0	1.0	632.6238953530302	5925.023703305562	0.5847250139941322	0.8148100196669298	0.06885245901639345	0.0034863603538992237	6.306305611105132e-11
51	FR	black_friday	328	305	350	20	0.00013443527018298414	0.9765975182386503	684.9368778509992	6196.64337543671	0.5746253167831881	0.8170792316807715	0.06557377049180328	0.00307464599609375	5.472912658610424e-10
60	Baseline	black_friday	455	426	500	20	0.0	1.0	889.6668879735975	8379.151006193655	0.5560840219813549	0.8317177277953972	0.04929577464788732	0.002572925811163472	1.3742116519394343e-11
65	Baseline	black_friday	611	546	700	20	0.0	1.0	1216.8855114166288	11228.766963195532	0.550366340256212	0.843822763397379	0.04395604395604396	0.002093880809929053	2.198182577484489e-11
70	Baseline	black_friday	841	716	1000	20	0.0	1.0	1803.2068993305058	17198.227583408756	0.5217325098657299	0.8567362120740387	0.030726256983240222	0.0016579412988979598	8.67562908076392e-12
75	Baseline	black_friday	1166	948	1500	20	0.0	1.0	2575.455851794754	24923.10514696719	0.507505208928632	0.8654898368334175	0.023206751054852322	0.0013551726472975623	5.362130737957951e-12
80	Baseline	movielens	236	241	300	20	0.0	1.0	387.6624853641655	3756.574714622683	0.6136523136703251	0.7938706225701994	0.08713692946058091	0.0029438040103291945	8.798391090413619e-10
81	FR	movielens	236	241	300	20	0.00023708325348407763	0.9726888022776786	412.7765413780978	3902.0435942907334	0.6050958903035278	0.7943797675847275	0.08298755186721991	0.0016679763793945312	1.7361746190271838e-11
90	Baseline	movielens	266	277	350	20	0.0	1.0	425.57596295463577	4008.9287753000826	0.612446491647779	0.8029946944131615	0.08664259927797834	0.0026075292241821853	5.925640375407191e-10
91	FR	movielens	266	277	350	20	0.000205404399211195	0.9685766686701892	455.2814230980392	4347.968486491418	0.593882508264548	0.8022965344666902	0.07220216606498195	0.001434326171875	1.3308385522159414e-10
100	Baseline	movielens	335	359	500	20	0.0	1.0	520.7854794886456	5120.94210938773	0.5885088524006704	0.8162605312383282	0.0584958217270195	0.0022803006240416416	2.3187077201326777e-10
105	Baseline	movielens	411	444	700	20	0.0	1.0	618.8957932610632	6186.542610177745	0.5794686203178698	0.8256483074643096	0.0472972972972973	0.0021174750538484775	7.207960048254222e-11
