	Approach	Dataset	Users	Items	Interactions	k	Variance-NDCG	Variance-Exposure	Variance-ExposureEqWeight	Entropy	Gini	MMS	IIF
1246	Baseline	black_friday	841	716	1000	60		3041.5731418753385	51963.58177023188	0.6448740118991304	0.8723235339264424	0.08519553072625698	
1247	TFROM	black_friday	841	716	1000	60	2.7419846342401106e-05	3132.368729004348	52503.47841827658	0.6427610259193267	0.8728875692370244	0.08379888268156424	tensor(0.0017, dtype=torch.float64)
1248	Baseline	black_friday	1166	948	1500	60		4457.224422285116	77477.83239865408	0.6197860439988189	0.8902619946208351	0.06434599156118144	
1249	TFROM	black_friday	1166	948	1500	60	4.964970731601696e-05	4689.318534797591	78466.49906532076	0.6170787110629908	0.8933288596982648	0.06329113924050633	tensor(0.0014, dtype=torch.float64)
1250	Baseline	movielens	236	241	300	60		583.0128108456264	9902.716000068867	0.7669433941190874	0.7274624837684274	0.25311203319502074	
1251	TFROM	movielens	236	241	300	60	6.712310874239416e-05	618.0793623124247	10083.296912931939	0.7641382028651483	0.7310479497798708	0.24481327800829875	tensor(0.0029, dtype=torch.float64)
1252	Baseline	movielens	266	277	350	60		669.192216431264	11218.19291271879	0.7535582072320764	0.7539244761219966	0.22382671480144403	
1253	TFROM	movielens	266	277	350	60	6.0362432951430684e-05	704.8206487119903	11610.532262899294	0.746622002298687	0.7575828365260441	0.21660649819494585	tensor(0.0026, dtype=torch.float64)
1254	Baseline	movielens	291	305	400	60		740.9356340329488	12501.87067992475	0.741967007683056	0.7710332989175585	0.20655737704918034	
1255	TFROM	movielens	291	305	400	60	5.635046219407389e-05	768.5513406988446	12721.732975006718	0.7383172327473755	0.7723429523395402	0.2	tensor(0.0024, dtype=torch.float64)
1256	Baseline	movielens	335	359	500	60		850.678996388932	14744.545836857258	0.7216696281670907	0.7936742237826947	0.16991643454038996	
1257	TFROM	movielens	335	359	500	60	3.6347932126045074e-05	895.1735131792645	15048.161435743055	0.717469149127783	0.7981279518008809	0.1671309192200557	tensor(0.0023, dtype=torch.float64)
1258	Baseline	movielens	411	444	700	60		1049.485012203965	18486.631239347455	0.7015569839741875	0.8189636346758263	0.13963963963963963	
1259	TFROM	movielens	411	444	700	60	4.976208022998817e-05	1112.5400588864013	19027.5726807889	0.6947065779472856	0.8251123687926515	0.13288288288288289	tensor(0.0021, dtype=torch.float64)
1260	Baseline	movielens	500	546	1000	60		1249.5557939324333	22151.93837298233	0.6886588510765718	0.8362752502637846	0.11721611721611722	
1261	TFROM	movielens	500	546	1000	60	6.833944431592338e-05	1338.9701684037946	23314.982329026287	0.6775403418784791	0.8450207998361318	0.10989010989010989	tensor(0.0020, dtype=torch.float64)
1262	Baseline	movielens	608	672	1500	60		1500.2699149809137	27671.22193877551	0.6683291769766367	0.85184727546971	0.09226190476190477	
1263	TFROM	movielens	608	672	1500	60	9.174913607903003e-05	1586.9319204709816	28321.823129251698	0.662711778248192	0.8597262530745895	0.08928571428571429	tensor(0.0020, dtype=torch.float64)
1264	Baseline	yelp	279	284	300	60		751.8101154916293	12428.954572505458	0.7441777178014203	0.76036623457183	0.2112676056338028	
1265	TFROM	yelp	279	284	300	60	3.776064493871679e-05	777.2267621500116	12532.482741519541	0.742188278161348	0.7608691357120303	0.2112676056338028	tensor(0.0024, dtype=torch.float64)
1266	Baseline	yelp	322	323	350	60		896.5323246511491	14941.878806468001	0.7292495353142239	0.7818379685060897	0.19195046439628483	
1267	TFROM	yelp	322	323	350	60	3.3511221054821717e-05	942.6130572693547	15242.429890059333	0.7254377547590289	0.7836785098687606	0.18575851393188855	tensor(0.0021, dtype=torch.float64)
1268	Baseline	yelp	367	368	400	60		1066.0616815803885	17763.348416824196	0.7116901140187776	0.8011695169405476	0.16304347826086957	
1269	Baseline	yelp	452	456	500	60		1330.414261493759	22518.37650046168	0.6884166876669562	0.8265957296210499	0.1337719298245614	
1270	TFROM	yelp	452	456	500	60	2.546147776847731e-05	1391.6330239680312	22833.104570637133	0.6853598685434854	0.8279505149217246	0.12938596491228072	tensor(0.0015, dtype=torch.float64)
1271	Baseline	yelp	618	619	700	60		1877.5956010674706	31707.91306004526	0.6609332572408728	0.8560200060466244	0.10339256865912763	
1272	TFROM	yelp	618	619	700	60	2.6052893994947146e-05	1917.8686686303697	31912.442946959643	0.6590797559654943	0.8558712576204032	0.10016155088852989	tensor(0.0012, dtype=torch.float64)
1273	Baseline	yelp	846	859	1000	60		2584.4514849975963	44116.45137901641	0.630654154025095	0.8783293476138064	0.07334109429569266	
1274	TFROM	yelp	846	859	1000	60	3.827254992072785e-05	2728.0330417174173	45418.006675873236	0.6245407924183005	0.8798555519371702	0.06868451688009314	tensor(0.0009, dtype=torch.float64)
1275	Baseline	yelp	1187	1212	1500	60		3663.5057204829386	62440.66795738979	0.603203033840503	0.8964389186386404	0.05198019801980198	
1276	TFROM	yelp	1187	1212	1500	60	5.565426899158871e-05	3848.978516912022	64618.639904584525	0.5965794378241547	0.8974791693682175	0.04867986798679868	tensor(0.0006, dtype=torch.float64)
1277	Baseline	amazon	279	269	300	60		749.6111971096451	11895.909702740422	0.7647508325079889	0.7489191752230967	0.2527881040892193	
1278	Fairrec	amazon	279	269	300	60	4.00069334444125e-05	823.5388690953009	13189.894832851956	0.7462821736402184	0.7557472399583135	0.22304832713754646	tensor(0.0028, dtype=torch.float64)
1279	Baseline	amazon	324	311	350	60		931.9739120294487	15493.105240847382	0.7354850717406654	0.7764321694354933	0.19935691318327975	
1280	Fairrec	amazon	324	311	350	60	3.7840769756295356e-05	830.1427036389072	13297.079517374714	0.7526073067244307	0.756949487773456	0.22186495176848875	tensor(0.0025, dtype=torch.float64)
1281	Baseline	amazon	366	353	400	60		1077.7570843429676	18051.542456804884	0.7182439570430634	0.7958259980589752	0.17280453257790368	
1282	Baseline	amazon	453	436	500	60		1384.530679847477	23265.38936116488	0.6949231145926668	0.8231144439488001	0.14220183486238533	
1283	Fairrec	amazon	453	436	500	60	3.130787441878462e-05	1462.3215998217045	23825.215049238268	0.6897125994616365	0.8260479648403218	0.13761467889908258	tensor(0.0019, dtype=torch.float64)
1284	Baseline	amazon	607	585	700	60		1899.9200936684042	32075.23339907955	0.6671175187043066	0.852365676242851	0.1094017094017094	
1285	Fairrec	amazon	607	585	700	60	3.0492408801249283e-05	1453.1446627313007	23747.708612754763	0.7042653585795895	0.827802456262009	0.13675213675213677	tensor(0.0014, dtype=torch.float64)
1286	Baseline	amazon	825	769	1000	60		2724.798139107354	46434.24332345218	0.6406470200455335	0.8740398237511349	0.08192457737321196	
1287	Fairrec	amazon	825	769	1000	60	3.369902813028979e-05	1549.0302569760922	25373.20301135854	0.7167053752833276	0.8307128850212291	0.13654096228868662	tensor(0.0011, dtype=torch.float64)
1288	Baseline	amazon	1156	1040	1500	60		4047.2916519366063	69416.87071005919	0.6134921302250725	0.8927576446447134	0.058653846153846154	
1289	Fairrec	amazon	1156	1040	1500	60	5.222333580827701e-05	1659.952614431303	27259.622633136092	0.7290629081811799	0.8332016224473451	0.13557692307692307	tensor(0.0009, dtype=torch.float64)
1290	Baseline	black_friday	282	261	300	60		811.5044365394583	13392.54115471	0.7556272896076717	0.7470094517590947	0.23754789272030652	
1291	Fairrec	black_friday	282	261	300	60	3.79438769654899e-05	860.4353583146195	13769.491346280885	0.7500405006293083	0.7511073531096334	0.22988505747126436	tensor(0.0041, dtype=torch.float64)
1292	Baseline	black_friday	328	305	350	60		968.9348934605956	15957.82972319269	0.7388195738152402	0.7742961055926915	0.20655737704918034	
1293	Fairrec	black_friday	328	305	350	60	3.5915833892111413e-05	849.689421307961	13605.528083848429	0.7570892922427163	0.751658401668048	0.22950819672131148	tensor(0.0035, dtype=torch.float64)
1294	Baseline	black_friday	367	346	400	60		1106.97910657664	18539.490059808213	0.7195523585765847	0.7941161600519722	0.17630057803468208	
1295	Baseline	black_friday	455	426	500	60		1424.9136291041445	24008.316802221787	0.6966711771132448	0.8215155515709536	0.1431924882629108	
1296	Fairrec	black_friday	455	426	500	60	2.803122389397444e-05	1500.944356706184	24501.776896118503	0.6923817270516276	0.8239363691801596	0.14084507042253522	tensor(0.0026, dtype=torch.float64)
1297	Baseline	black_friday	611	546	700	60		2046.9991275555246	34298.94662480377	0.6748895065244574	0.8481310993262383	0.11721611721611722	
1298	Fairrec	black_friday	611	546	700	60	2.5457733314586534e-05	1639.1882193741126	26865.93197278912	0.7046260124207092	0.8264959911616595	0.1391941391941392	tensor(0.0021, dtype=torch.float64)
1299	Baseline	black_friday	841	716	1000	60		3041.5731418753385	51963.58177023188	0.6448740118991304	0.8723235339264424	0.08519553072625698	
1300	Fairrec	black_friday	841	716	1000	60	2.7419846342401106e-05	1803.0684939100058	29625.565010455353	0.7170193650519266	0.8292905646985659	0.13966480446927373	tensor(0.0017, dtype=torch.float64)
1301	Baseline	black_friday	1166	948	1500	60		4457.224422285116	77477.83239865408	0.6197860439988189	0.8902619946208351	0.06434599156118144	
1302	Fairrec	black_friday	1166	948	1500	60	4.964970731601696e-05	1965.046861595756	32404.980077978948	0.7293179711515725	0.8319683866652365	0.13924050632911392	tensor(0.0014, dtype=torch.float64)
1303	Baseline	movielens	236	241	300	60		583.0128108456264	9902.716000068867	0.7669433941190874	0.7274624837684274	0.25311203319502074	
1304	Fairrec	movielens	236	241	300	60	6.712310874239416e-05	622.258789943838	10126.325958575093	0.762706206933799	0.7323840498704438	0.24481327800829875	tensor(0.0029, dtype=torch.float64)
1305	Baseline	movielens	266	277	350	60		669.192216431264	11218.19291271879	0.7535582072320764	0.7539244761219966	0.22382671480144403	
1306	Fairrec	movielens	266	277	350	60	6.0362432951430684e-05	596.9131981667027	9768.026847736839	0.7680627220888501	0.7329582944319215	0.24548736462093862	tensor(0.0026, dtype=torch.float64)
1307	Baseline	movielens	291	305	400	60		740.9356340329488	12501.87067992475	0.741967007683056	0.7710332989175585	0.20655737704918034	
1308	Fairrec	movielens	291	305	400	60	5.635046219407389e-05	583.3180221848762	9596.703466809997	0.7730471535113115	0.7326981752212746	0.2459016393442623	tensor(0.0024, dtype=torch.float64)
1309	Baseline	movielens	335	359	500	60		850.678996388932	14744.545836857258	0.7216696281670907	0.7936742237826947	0.16991643454038996	
1310	Fairrec	movielens	335	359	500	60	3.6347932126045074e-05	900.9273863605811	15133.537480311297	0.7159176446184572	0.799144536258452	0.16434540389972144	tensor(0.0023, dtype=torch.float64)
1311	Baseline	movielens	411	444	700	60		1049.485012203965	18486.631239347455	0.7015569839741875	0.8189636346758263	0.13963963963963963	
1312	Fairrec	movielens	411	444	700	60	4.976208022998817e-05	877.1312572424027	14878.509617725837	0.7269489131391291	0.8000682491811798	0.16441441441441443	tensor(0.0021, dtype=torch.float64)
1313	Baseline	movielens	500	546	1000	60		1249.5557939324333	22151.93837298233	0.6886588510765718	0.8362752502637846	0.11721611721611722	
1314	Fairrec	movielens	500	546	1000	60	6.833944431592338e-05	843.7801932352459	14522.044600088557	0.7378889818414832	0.7998220583602584	0.163003663003663	tensor(0.0020, dtype=torch.float64)
1315	Baseline	movielens	608	672	1500	60		1500.2699149809137	27671.22193877551	0.6683291769766367	0.85184727546971	0.09226190476190477	
1316	Fairrec	movielens	608	672	1500	60	9.174913607903003e-05	803.6022873053757	14071.617772108844	0.7494201768808003	0.7984337241737123	0.16220238095238096	tensor(0.0020, dtype=torch.float64)
1317	Baseline	yelp	279	284	300	60		751.8101154916293	12428.954572505458	0.7441777178014203	0.76036623457183	0.2112676056338028	
1318	Fairrec	yelp	279	284	300	60	3.776064493871679e-05	785.399457526775	12687.58837532236	0.739771462692481	0.7620226445876653	0.20774647887323944	tensor(0.0024, dtype=torch.float64)
1319	Baseline	yelp	322	323	350	60		896.5323246511491	14941.878806468001	0.7292495353142239	0.7818379685060897	0.19195046439628483	
1320	Fairrec	yelp	322	323	350	60	3.3511221054821717e-05	808.8515334620531	13058.491809563977	0.7455257082090402	0.7638418908065967	0.21052631578947367	tensor(0.0021, dtype=torch.float64)
1321	Baseline	yelp	367	368	400	60		1066.0616815803885	17763.348416824196	0.7116901140187776	0.8011695169405476	0.16304347826086957	
1322	Baseline	yelp	452	456	500	60		1330.414261493759	22518.37650046168	0.6884166876669562	0.8265957296210499	0.1337719298245614	
1323	Fairrec	yelp	452	456	500	60	2.546147776847731e-05	1391.6330239680312	22833.104570637133	0.6853598685434854	0.8279505149217246	0.12938596491228072	tensor(0.0015, dtype=torch.float64)
1324	Baseline	yelp	618	619	700	60		1877.5956010674706	31707.91306004526	0.6609332572408728	0.8560200060466244	0.10339256865912763	
1325	Fairrec	yelp	618	619	700	60	2.6052893994947146e-05	1408.4009342259587	23176.430022888555	0.7003694546018987	0.8298827198852327	0.1308562197092084	tensor(0.0012, dtype=torch.float64)
1326	Baseline	yelp	846	859	1000	60		2584.4514849975963	44116.45137901641	0.630654154025095	0.8783293476138064	0.07334109429569266	
1327	Fairrec	yelp	846	859	1000	60	3.827254992072785e-05	1364.9297078579314	22563.00784001757	0.715125054551406	0.8310830547596909	0.12922002328288706	tensor(0.0009, dtype=torch.float64)
1328	Baseline	yelp	1187	1212	1500	60		3663.5057204829386	62440.66795738979	0.603203033840503	0.8964389186386404	0.05198019801980198	
1329	Fairrec	yelp	1187	1212	1500	60	5.565426899158871e-05	1338.9443227862996	22241.611851779235	0.7297566922427301	0.8321991114488234	0.12953795379537955	tensor(0.0006, dtype=torch.float64)
1330	Baseline	amazon	279	269	300	60		749.6111971096451	11895.909702740422	0.7647508325079889	0.7489191752230967	0.2527881040892193	
1331	CPFair	amazon	279	269	300	60	3.7964251601978236e-05	824.6234347898583	13186.117881179089	0.7484335450357634	0.7565236318001288	0.22304832713754646	tensor(0.1706, dtype=torch.float64)
1332	Baseline	amazon	324	311	350	60		931.9739120294487	15493.105240847382	0.7354850717406654	0.7764321694354933	0.19935691318327975	
1333	CPFair	amazon	324	311	350	60	3.6214702829179617e-05	994.6855860134997	15986.243504512977	0.730399473078643	0.7814035973530639	0.19292604501607716	tensor(inf, dtype=torch.float64)
1334	Baseline	amazon	366	353	400	60		1077.7570843429676	18051.542456804884	0.7182439570430634	0.7958259980589752	0.17280453257790368	
1335	Baseline	amazon	453	436	500	60		1384.530679847477	23265.38936116488	0.6949231145926668	0.8231144439488001	0.14220183486238533	
1336	CPFair	amazon	453	436	500	60	4.185919091717481e-05	1465.766967163087	23818.132480430937	0.6906593237498475	0.8260296427514081	0.13761467889908258	tensor(0.1681, dtype=torch.float64)
1337	Baseline	amazon	607	585	700	60		1899.9200936684042	32075.23339907955	0.6671175187043066	0.852365676242851	0.1094017094017094	
1338	CPFair	amazon	607	585	700	60	3.860199074145782e-05	2019.4392456456633	33148.61459566074	0.660079953459413	0.8542819938702813	0.10256410256410256	tensor(inf, dtype=torch.float64)
1339	Baseline	amazon	825	769	1000	60		2724.798139107354	46434.24332345218	0.6406470200455335	0.8740398237511349	0.08192457737321196	
1340	CPFair	amazon	825	769	1000	60	4.354181673617817e-05	2900.1142858278995	47793.671151800685	0.634876599572507	0.8761201900084933	0.07802340702210664	tensor(inf, dtype=torch.float64)
1341	Baseline	amazon	1156	1040	1500	60		4047.2916519366063	69416.87071005919	0.6134921302250725	0.8927576446447134	0.058653846153846154	
1342	CPFair	amazon	1156	1040	1500	60	6.810454343241547e-05	4267.05950231537	70780.03994082843	0.6094496149113336	0.8942650805540908	0.057692307692307696	tensor(inf, dtype=torch.float64)
1343	Baseline	black_friday	282	261	300	60		811.5044365394583	13392.54115471	0.7556272896076717	0.7470094517590947	0.23754789272030652	
1344	CPFair	black_friday	282	261	300	60	3.761141709686298e-05	426.2516253939054	2589.421588056546	0.13993083388969624	0.7672078727458976	0.034482758620689655	tensor(0.1812, dtype=torch.float64)
1345	Baseline	black_friday	328	305	350	60		968.9348934605956	15957.82972319269	0.7388195738152402	0.7742961055926915	0.20655737704918034	
1346	CPFair	black_friday	328	305	350	60	3.571653276319477e-05	495.8008109147482	3014.7624832034403	0.13669113109060385	0.7715180601743558	0.029508196721311476	tensor(inf, dtype=torch.float64)
1347	Baseline	black_friday	367	346	400	60		1106.97910657664	18539.490059808213	0.7195523585765847	0.7941161600519722	0.17630057803468208	
1348	Baseline	black_friday	455	426	500	60		1424.9136291041445	24008.316802221787	0.6966711771132448	0.8215155515709536	0.1431924882629108	
1349	CPFair	black_friday	455	426	500	60	2.7561122738104364e-05	1494.2748684736575	24503.950605038688	0.6927116802634583	0.8225288734609785	0.13849765258215962	tensor(0.1681, dtype=torch.float64)
1350	Baseline	black_friday	611	546	700	60		2046.9991275555246	34298.94662480377	0.6748895065244574	0.8481310993262383	0.11721611721611722	
1351	CPFair	black_friday	611	546	700	60	2.4646720980784278e-05	2155.6319846855827	35670.294610151745	0.6672465000803988	0.8487667655502054	0.10805860805860806	tensor(inf, dtype=torch.float64)
1352	Baseline	black_friday	841	716	1000	60		3041.5731418753385	51963.58177023188	0.6448740118991304	0.8723235339264424	0.08519553072625698	
1353	CPFair	black_friday	841	716	1000	60	2.6309147542288623e-05	3179.2403093075754	53008.11808308105	0.641346322541986	0.871217716313701	0.0824022346368715	tensor(inf, dtype=torch.float64)
1354	Baseline	black_friday	1166	948	1500	60		4457.224422285116	77477.83239865408	0.6197860439988189	0.8902619946208351	0.06434599156118144	
1355	CPFair	black_friday	1166	948	1500	60	6.458379852738088e-05	4664.656790627855	78486.532820595	0.6173300638946366	0.8892306395434837	0.06223628691983123	tensor(inf, dtype=torch.float64)
1356	Baseline	movielens	236	241	300	60		583.0128108456264	9902.716000068867	0.7669433941190874	0.7274624837684274	0.25311203319502074	
1357	CPFair	movielens	236	241	300	60	6.092856093006224e-05	628.0675416261842	10119.75334446721	0.7634485004064083	0.7328990093574272	0.24481327800829875	tensor(0.1620, dtype=torch.float64)
1358	Baseline	movielens	266	277	350	60		669.192216431264	11218.19291271879	0.7535582072320764	0.7539244761219966	0.22382671480144403	
1359	CPFair	movielens	266	277	350	60	5.774436233205544e-05	716.9332872765409	11668.799410913736	0.7462068096793603	0.7590191882857265	0.21299638989169675	tensor(inf, dtype=torch.float64)
1360	Baseline	movielens	291	305	400	60		740.9356340329488	12501.87067992475	0.741967007683056	0.7710332989175585	0.20655737704918034	
1361	CPFair	movielens	291	305	400	60	5.342933071242338e-05	792.4208012074093	12990.028056973932	0.7348161738959693	0.7746057798382155	0.19344262295081968	tensor(inf, dtype=torch.float64)
1362	Baseline	movielens	335	359	500	60		850.678996388932	14744.545836857258	0.7216696281670907	0.7936742237826947	0.16991643454038996	
1363	CPFair	movielens	335	359	500	60	3.947747446374559e-05	907.3536508141242	15122.71296777648	0.71678572088868	0.7965906695947842	0.16434540389972144	tensor(0.1530, dtype=torch.float64)
1364	Baseline	movielens	411	444	700	60		1049.485012203965	18486.631239347455	0.7015569839741875	0.8189636346758263	0.13963963963963963	
1365	CPFair	movielens	411	444	700	60	5.9429439588604175e-05	1122.8016510753064	19014.113221329437	0.6953337120349053	0.8224085829888406	0.13288288288288289	tensor(inf, dtype=torch.float64)
1366	Baseline	movielens	500	546	1000	60		1249.5557939324333	22151.93837298233	0.6886588510765718	0.8362752502637846	0.11721611721611722	
1367	CPFair	movielens	500	546	1000	60	7.026352736383712e-05	1351.1910201131082	23385.24972829368	0.6769256130041396	0.8409062511764622	0.10805860805860806	tensor(inf, dtype=torch.float64)
1368	Baseline	movielens	608	672	1500	60		1500.2699149809137	27671.22193877551	0.6683291769766367	0.85184727546971	0.09226190476190477	
1369	CPFair	movielens	608	672	1500	60	8.659665309171075e-05	1605.6094686630665	28432.08801020408	0.6615536391942027	0.8539053017255344	0.08779761904761904	tensor(inf, dtype=torch.float64)
1370	Baseline	yelp	279	284	300	60		751.8101154916293	12428.954572505458	0.7441777178014203	0.76036623457183	0.2112676056338028	
1371	CPFair	yelp	279	284	300	60	3.353535402269866e-05	792.3163056269673	12689.665840111093	0.7430828364612847	0.7650324092286649	0.2112676056338028	tensor(0.1753, dtype=torch.float64)
1372	Baseline	yelp	322	323	350	60		896.5323246511491	14941.878806468001	0.7292495353142239	0.7818379685060897	0.19195046439628483	
1373	CPFair	yelp	322	323	350	60	2.8668888722547767e-05	951.1071960694208	15345.222459718776	0.7269353814556319	0.7863261568053139	0.1826625386996904	tensor(inf, dtype=torch.float64)
1374	Baseline	yelp	367	368	400	60		1066.0616815803885	17763.348416824196	0.7116901140187776	0.8011695169405476	0.16304347826086957	
1375	Baseline	yelp	452	456	500	60		1330.414261493759	22518.37650046168	0.6884166876669562	0.8265957296210499	0.1337719298245614	
1376	CPFair	yelp	452	456	500	60	2.3574899924976574e-05	1402.0453693003471	22839.503693444145	0.6867289250285579	0.8298576383598243	0.13157894736842105	tensor(0.1734, dtype=torch.float64)
1377	Baseline	yelp	618	619	700	60		1877.5956010674706	31707.91306004526	0.6609332572408728	0.8560200060466244	0.10339256865912763	
1378	CPFair	yelp	618	619	700	60	2.3997208941996423e-05	1995.119271314735	32698.158617395828	0.6556694686523911	0.8588949434824109	0.09693053311793215	tensor(inf, dtype=torch.float64)
1379	Baseline	yelp	846	859	1000	60		2584.4514849975963	44116.45137901641	0.630654154025095	0.8783293476138064	0.07334109429569266	
1380	CPFair	yelp	846	859	1000	60	5.176160636182861e-05	2750.3121370876906	45441.87163512816	0.6254037940202232	0.8806424347615932	0.06984866123399301	tensor(inf, dtype=torch.float64)
1381	Baseline	yelp	1187	1212	1500	60		3663.5057204829386	62440.66795738979	0.603203033840503	0.8964389186386404	0.05198019801980198	
1382	CPFair	yelp	1187	1212	1500	60	7.254618052506649e-05	3886.1813312333175	64654.39733032709	0.5975138833571471	0.8982611867320329	0.04950495049504951	tensor(inf, dtype=torch.float64)
1383	Baseline	amazon	279	269	300	80		826.4049870532112	15745.200066334077	0.7961608712464304	0.7010647208204716	0.29739776951672864	
1384	Fair reciprocal	amazon	279	269	300	80	2.5399166585441075e-05	860.3134658801093	15970.984452951177	0.7932403666630967	0.7035708198687602	0.29739776951672864	tensor(0.0022, dtype=torch.float16)
1385	Baseline	amazon	324	311	350	80		1012.8961343177575	19471.421821527896	0.7766762449379809	0.734913435234619	0.2604501607717042	
1386	Fair reciprocal	amazon	324	311	350	80	2.1353345297393658e-05	1051.918336547679	19701.52471541857	0.7739322805908742	0.7370291602655917	0.2572347266881029	tensor(0.0019, dtype=torch.float16)
1387	Baseline	amazon	366	353	400	80		1173.5860694344249	22637.325714836014	0.7615724924299176	0.7596377744900754	0.23229461756373937	
1388	Baseline	amazon	453	436	500	80		1532.4155256123572	29898.077518727383	0.7350070356769983	0.7960988691021613	0.18577981651376146	
1389	Baseline	amazon	607	585	700	80		2131.5688326760437	41732.54864489737	0.7050247427661521	0.8350670600392793	0.14017094017094017	
1390	Baseline	amazon	825	769	1000	80		3076.8190701332996	60668.544408576156	0.6782465868043923	0.8629963287856394	0.10793237971391417	
1391	Baseline	amazon	1156	1040	1500	80		4612.260627652284	91726.29600591719	0.6487536590713009	0.8869554928284116	0.07884615384615384	
1392	Baseline	black_friday	282	261	300	80		860.3385764785976	16347.686616461888	0.8003489441811987	0.6940739563317463	0.3065134099616858	
1393	Fair reciprocal	black_friday	282	261	300	80	2.7359339756548223e-05	896.9545363182417	16599.5946624389	0.797311266933373	0.6967359819552666	0.3065134099616858	tensor(0.0036, dtype=torch.float16)
1394	Baseline	black_friday	328	305	350	80		1052.2373903949872	20133.53335124966	0.7795827534262251	0.7311721761193106	0.26557377049180325	
1395	Fair reciprocal	black_friday	328	305	350	80	1.7937333138749193e-05	1094.3821864166403	20453.55302338081	0.7763744682838679	0.7332682900742218	0.26229508196721313	tensor(0.0031, dtype=torch.float16)
1396	Baseline	black_friday	367	346	400	80		1207.6785069373848	23315.66697851582	0.7621230845332544	0.7573602260140706	0.23121387283236994	
1397	Baseline	black_friday	455	426	500	80		1570.4640230171067	30621.331592056253	0.7379602656715492	0.7932793446175561	0.19014084507042253	
1398	Baseline	black_friday	611	546	700	80		2312.2147439973824	45285.03331589047	0.7101843120686963	0.8289792556725558	0.14835164835164835	
1399	Baseline	black_friday	841	716	1000	80		3437.344958831934	68029.48211666304	0.6824452230379539	0.8591321043055025	0.11312849162011174	
1400	Baseline	black_friday	1166	948	1500	80		5060.8901809311765	101649.52201392225	0.6565423392600647	0.8824131611788614	0.08544303797468354	
1401	Baseline	movielens	236	241	300	80		611.9320559373359	11888.498338527228	0.8129510063267831	0.6693338834265844	0.33195020746887965	
1402	Fair reciprocal	movielens	236	241	300	80	4.412243451577276e-05	632.6702985972555	12055.61037172225	0.8102290671281475	0.6710730730230463	0.33195020746887965	tensor(0.0017, dtype=torch.float16)
1403	Baseline	movielens	266	277	350	80		720.8543350784666	14013.178094331997	0.7937664933873524	0.7054557065127204	0.2924187725631769	
1404	Fair reciprocal	movielens	266	277	350	80	3.49693650845493e-05	733.5610399844912	14185.466902996259	0.7912743663744721	0.7061248490458644	0.2888086642599278	tensor(0.0014, dtype=torch.float16)
1405	Baseline	movielens	291	305	400	80		806.9182381709385	15772.128567589361	0.7817718190811079	0.7277025372619986	0.26557377049180325	
1406	Fair reciprocal	movielens	291	305	400	80	2.896336253517275e-05	815.9199609152237	15976.148239720513	0.7790830262528866	0.727326902329191	0.26229508196721313	tensor(0.0013, dtype=torch.float16)
1407	Baseline	movielens	335	359	500	80		932.2546931610864	18573.976257167462	0.7631225246292627	0.7582095447857017	0.22562674094707522	
1408	Baseline	movielens	411	444	700	80		1172.4619307631358	23857.073654735817	0.7391456485311955	0.7932315253243372	0.18243243243243243	
1409	Baseline	movielens	500	546	1000	80		1434.6004438114933	29714.833460800495	0.7187049153371845	0.8188905134663683	0.15018315018315018	
1410	Baseline	movielens	608	672	1500	80		1719.4358314897663	36521.47094671201	0.7014012105277116	0.8388265381205644	0.12053571428571429	
1411	Baseline	yelp	279	284	300	80		802.2821224454559	15225.509224360245	0.7890023304396289	0.7140944175877451	0.28169014084507044	
1412	Fair reciprocal	yelp	279	284	300	80	2.4188655422907597e-05	827.4671168748428	15467.114858163059	0.7861557828495616	0.7143407018387583	0.28169014084507044	tensor(0.0018, dtype=torch.float16)
1413	Baseline	yelp	322	323	350	80		971.816683581685	18644.434011636265	0.7725053782505176	0.7420867863213158	0.25386996904024767	
1414	Fair reciprocal	yelp	322	323	350	80	2.6515204494959428e-05	1006.6290079199656	18975.25754104803	0.7693399376012123	0.7428494574740367	0.2476780185758514	tensor(0.0015, dtype=torch.float16)
1415	Baseline	yelp	367	368	400	80		1158.958596576275	22195.681001890356	0.7562512556383286	0.7674617862887206	0.21739130434782608	
1416	Baseline	yelp	452	456	500	80		1471.248180963212	28775.82771622038	0.7295800228523173	0.8017686580760363	0.17763157894736842	
1417	Baseline	yelp	618	619	700	80		2115.035269268547	41359.97683480312	0.6983883250638168	0.8409068835662074	0.13408723747980614	
1418	Baseline	yelp	846	859	1000	80		2940.5734414851217	58437.52137539794	0.6654882526146197	0.8703507889184254	0.09545983701979045	
1419	Baseline	yelp	1187	1212	1500	80		4222.254192896516	84013.7571534381	0.6348127481034064	0.8939870821484845	0.06765676567656766	
1420	Baseline	amazon	279	269	300	80		826.4049870532112	15745.200066334077	0.7961608712464304	0.7010647208204716	0.29739776951672864	
1421	Gini	amazon	279	269	300	80	2.5042551143155872e-05	912.3800128006562	13502.084824698386	0.9398713526185138	0.7179102023568258	0.3382899628252788	tensor(0.4544, dtype=torch.float64)
1422	Baseline	amazon	324	311	350	80		1012.8961343177575	19471.421821527896	0.7766762449379809	0.734913435234619	0.2604501607717042	
1423	Gini	amazon	324	311	350	80	4.165243566521112e-05	1203.8133653735226	17791.4025289234	0.9364084746567685	0.7722633327862385	0.2733118971061093	tensor(0.4104, dtype=torch.float64)
